idnumber,datetime,host,RID,proto,spt,dpt,ipaddress,cc,country,locale,latitude,longitude,Label,Sources,label
us6000ibev,03-05-13 1:16,groucho-singapore,710973289,TCP,6000.0,1433.0,42.96.151.105,CN,China,Beijing Shi,39.9289,116.3883,1,https://www.anomali.com/blog/anomali-suspects-that-china-backed-apt-pirate-panda-may-be-seeking-access-to-vietnam-government-data-center,1
nn00845098,03-05-13 1:17,groucho-singapore,2050560651,TCP,2100.0,23.0,122.57.18.139,NZ,New Zealand,Waikato,-37.7833,175.2833,0,,0
uu60510012,03-05-13 1:18,groucho-oregon,2095620464,TCP,6000.0,3306.0,124.232.161.112,CN,China,Hunan,28.1792,113.1136,1,,1
us6000ib7m,03-05-13 1:19,groucho-sa,2095620464,TCP,6000.0,3306.0,124.232.161.112,CN,China,Hunan,28.1792,113.1136,0,https://www.cyberscoop.com/greenbug-symantec-iran-hacking-pakistan/,0
nc73768605,03-05-13 1:19,zeppo-norcal,2095620464,TCP,6000.0,3306.0,124.232.161.112,CN,China,Hunan,28.1792,113.1136,1,https://malpedia.caad.fkie.fraunhofer.de/actor/apt31,1
pr71366248,03-05-13 1:18,groucho-norcal,2095620464,TCP,6000.0,3306.0,124.232.161.112,CN,China,Hunan,28.1792,113.1136,1,https://blog.trendmicro.com/trendlabs-security-intelligence/operation-poisoned-news-hong-kong-users-targeted-with-mobile-malware-via-local-news-links/,1
us6000ib7l,03-05-13 1:19,groucho-us-east,2095620464,TCP,6000.0,3306.0,124.232.161.112,CN,China,Hunan,28.1792,113.1136,0,https://www.zdnet.com/article/malaysia-warns-of-chinese-hacking-campaign-targeting-government-projects/,0
ak022ah3zn2s,03-05-13 1:20,groucho-eu,2095620464,TCP,6000.0,3306.0,124.232.161.112,CN,China,Hunan,28.1792,113.1136,0,https://www.cyberscoop.com/south-china-sea-maritime-hacking-vietnam/,0
ci40326168,03-05-13 1:21,groucho-sydney,2095620464,TCP,6000.0,3306.0,124.232.161.112,CN,China,Hunan,28.1792,113.1136,0,https://citizenlab.ca/2020/08/nothing-sacred-nso-sypware-in-togo/,0
nc73768600,03-05-13 1:22,groucho-oregon,1965603898,TCP,11515.0,1433.0,117.40.188.58,CN,China,Jiangxi Sheng,28.55,115.9333,0,https://www.cyberscoop.com/apt-41-citrix-cisco-zoho-china-cyber-espionage-fireeye/,0
se60404822,03-05-13 1:23,groucho-singapore,3702892698,TCP,6000.0,1433.0,220.181.168.154,CN,China,Beijing Shi,39.9289,116.3883,1,https://www.welivesecurity.com/2020/05/21/no-game-over-winnti-group/,1
ci40326160,03-05-13 1:23,groucho-tokyo,2379512092,TCP,44849.0,443.0,141.212.121.28,US,United States,Michigan,42.2923,-83.7145,0,,0
av91662936,03-05-13 1:24,groucho-tokyo,1306499920,TCP,1129.0,445.0,77.223.155.80,TR,Turkey,,39.0,35.0,0,https://unit42.paloaltonetworks.com/the-fractured-statue-campaign-u-s-government-targeted-in-spear-phishing-attacks/#Attribution,0
av91068543,03-05-13 1:24,groucho-tokyo,1306499920,TCP,1129.0,445.0,77.223.155.80,TR,Turkey,,39.0,35.0,0,https://www.washingtonpost.com/opinions/2020/07/10/trump-confirms-an-interview-us-cyberattack-russia/,0
pr71366243,03-05-13 1:26,groucho-singapore,1995742035,TCP,6000.0,3306.0,118.244.155.83,CN,China,Beijing Shi,39.9289,116.3883,0,https://labs.sentinelone.com/pro-russian-cyberspy-gamaredon-intensifies-ukrainian-security-targeting/,0
pr71366233,03-05-13 1:27,groucho-singapore,1033070424,TCP,6000.0,135.0,61.147.103.88,CN,China,Jiangsu Sheng,32.0617,118.7778,1,https://securelist.com/apt-phantomlance/96772/,1
tx2022pywv,03-05-13 1:28,groucho-tokyo,1965603898,TCP,24256.0,1433.0,117.40.188.58,CN,China,Jiangxi Sheng,28.55,115.9333,1,https://www.zdnet.com/article/fbi-says-an-iranian-hacking-group-is-attacking-f5-networking-devices/,1
nn00845090,03-05-13 1:28,groucho-tokyo,3397773580,TCP,1990.0,445.0,202.133.233.12,TW,Taiwan,,23.5,121.0,0,https://blog.google/technology/safety-security/threat-analysis-group/identifying-vulnerabilities-and-protecting-you-phishing/,0
ci40326152,03-05-13 1:28,groucho-tokyo,3397773580,TCP,1990.0,445.0,202.133.233.12,TW,Taiwan,,23.5,121.0,0,https://www.welivesecurity.com/wp-content/uploads/2020/05/ESET_Turla_ComRAT.pdf,0
nn00845150,03-05-13 1:28,groucho-singapore,2095620464,TCP,6000.0,3306.0,124.232.161.112,CN,China,Hunan,28.1792,113.1136,0,,0
uu60510007,03-05-13 1:28,groucho-us-east,3420764683,UDP,5086.0,5060.0,203.228.186.11,KR,South Korea,,37.57,126.98,0,https://usa.kaspersky.com/about/press-releases/2019_dtrack-previously-unknown-spy-tool-hits-financial-institutions-and-research-centers,0
pr71366218,03-05-13 1:29,groucho-tokyo,1360797776,TCP,3904.0,445.0,81.28.32.80,IR,Iran,,32.0,53.0,1,https://www.axios.com/democrats-dnc-hacking-russia-0814744d-c885-411c-a73e-234699229879.html,1
ci40326144,03-05-13 1:30,groucho-tokyo,1360797776,TCP,3904.0,445.0,81.28.32.80,IR,Iran,,32.0,53.0,1,https://www.cyberscoop.com/cobalt-dickens-iran-universities-hacking-secureworks/,1
uu60510002,03-05-13 1:30,groucho-sa,1129728587,TCP,1773.0,23.0,67.86.74.75,US,United States,New Jersey,40.9445,-74.07,1,https://cybersecurity.att.com/blogs/labs-research/the-great-cannon-has-been-deployed-again,1
us6000ib74,03-05-13 1:32,groucho-singapore,710974494,TCP,6000.0,1433.0,42.96.156.30,CN,China,Beijing Shi,39.9289,116.3883,0,,0
nc73768580,03-05-13 1:33,groucho-oregon,3657670682,TCP,6000.0,3389.0,218.3.160.26,CN,China,Jiangsu Sheng,32.0617,118.7778,1,https://www.reuters.com/article/us-china-cyber-tibetans/chinese-hackers-who-pursued-uighurs-also-targeted-tibetans-researchers-idUSKBN1W90XN,1
av91662921,03-05-13 1:33,groucho-oregon,2061659493,TCP,18723.0,3389.0,122.226.109.101,CN,China,Zhejiang Sheng,30.2936,120.1614,0,https://www.reuters.com/article/us-russia-cyber/hacking-the-hackers-russian-group-hijacked-iranian-spying-operation-officials-say-idUSKBN1X00AK,0
nc73768575,03-05-13 1:33,groucho-tokyo,2095620464,TCP,6000.0,3306.0,124.232.161.112,CN,China,Hunan,28.1792,113.1136,1,https://www.ibtimes.com/cyber-war-news-german-companies-siemens-basf-hit-alleged-chinese-cyberattacks-2808573,1
pr71366208,03-05-13 1:34,groucho-tokyo,1017972899,TCP,6000.0,8080.0,60.173.8.163,CN,China,Anhui Sheng,31.8639,117.2808,0,,0
pr71366203,03-05-13 1:36,groucho-oregon,987558530,TCP,57965.0,1433.0,58.220.242.130,CN,China,Jiangsu Sheng,32.0617,118.7778,1,https://www.nbcnews.com/tech/security/how-uae-used-u-s-mercenaries-cyber-super-weapon-spy-n964436,1
av91068538,03-05-13 1:41,groucho-oregon,3350492291,UDP,5060.0,5060.0,199.180.116.131,US,United States,Pennsylvania,41.4486,-75.72800000000001,0,,0
ci40326128,03-05-13 1:43,groucho-eu,3420764683,UDP,5086.0,5060.0,203.228.186.11,KR,South Korea,,37.57,126.98,1,https://www.zdnet.com/article/chinese-hacker-group-caught-bypassing-2fa/,1
ci37437244,03-05-13 1:44,groucho-singapore,994027267,TCP,6000.0,1433.0,59.63.167.3,CN,China,Jiangxi Sheng,28.55,115.9333,0,,0
nn00845147,03-05-13 1:44,groucho-norcal,92767865,TCP,44632.0,5901.0,5.135.134.121,FR,France,,48.86,2.35,1,https://citizenlab.ca/2016/01/citizen-lab-palo-alto-networks-scarlet-mimic,1
av91662861,03-05-13 1:46,groucho-singapore,1019194042,TCP,6000.0,135.0,60.191.170.186,CN,China,Jiangsu Sheng,32.4907,119.9081,0,https://www.zdnet.com/article/avast-says-hackers-breached-internal-network-through-compromised-vpn-profile/,0
ci40326120,03-05-13 1:51,groucho-tokyo,773063146,TCP,1204.0,445.0,46.20.1.234,TR,Turkey,Antalya,36.9031,30.6991,1,https://threatconnect.com/blog/building-out-protonmail-spoofed-infrastructure/,1
nc73768565,03-05-13 1:51,groucho-tokyo,773063146,TCP,1204.0,445.0,46.20.1.234,TR,Turkey,Antalya,36.9031,30.6991,1,http://blogs.360.cn/post/APT-C-34_Golden_Falcon.html,1
nc73768560,03-05-13 1:51,groucho-tokyo,2382384956,TCP,2895.0,445.0,142.0.79.60,US,United States,Florida,25.8338,-80.3017,0,https://www.newsweek.com/russian-military-intelligence-hackers-dnc-washington-1313036,0
nc73768550,03-05-13 1:51,groucho-tokyo,2382384956,TCP,2895.0,445.0,142.0.79.60,US,United States,Florida,25.8338,-80.3017,0,https://www.anomali.com/blog/suspected-north-korean-cyber-espionage-campaign-targets-multiple-foreign-ministries-and-think-tanks,0
nc73768545,03-05-13 1:54,groucho-sydney,2098731797,UDP,10124.0,3544.0,125.24.27.21,TH,Thailand,Bangkok,13.754000000000001,100.5014,0,https://www.theverge.com/2020/1/6/21051977/to-tok-app-google-play-store-uae-spying-privacy,0
ak022ah2jlly,03-05-13 1:54,groucho-sydney,2098731797,UDP,10124.0,3544.0,125.24.27.21,TH,Thailand,Bangkok,13.754000000000001,100.5014,0,,0
pr71366193,03-05-13 1:54,groucho-sydney,2098731797,UDP,10124.0,3544.0,125.24.27.21,TH,Thailand,Bangkok,13.754000000000001,100.5014,1,https://apnews.com/74c8dd79f7ba4ee2b695ae0b17ee6d58,1
av91068533,03-05-13 1:54,groucho-sydney,2098731797,UDP,10124.0,3544.0,125.24.27.21,TH,Thailand,Bangkok,13.754000000000001,100.5014,1,https://www.gov.uk/government/news/uk-condemns-russias-gru-over-georgia-cyber-attacks,1
ak022afsyu56,03-05-13 1:54,groucho-sydney,2098731797,UDP,10124.0,3544.0,125.24.27.21,TH,Thailand,Bangkok,13.754000000000001,100.5014,1,https://threatpost.com/nation-state-apts-target-u-s-utilities-with-dangerous-malware/146910/,1
ak022afsyo0o,03-05-13 1:54,groucho-sydney,2098731797,UDP,10124.0,3544.0,125.24.27.21,TH,Thailand,Bangkok,13.754000000000001,100.5014,1,http://blogs.360.cn/post/APT-C-34_Golden_Falcon.html,1
tx2022pysr,03-05-13 1:55,groucho-sydney,2098731797,UDP,10124.0,3544.0,125.24.27.21,TH,Thailand,Bangkok,13.754000000000001,100.5014,0,https://www.reuters.com/article/us-china-cyber-norway-visma/china-hacked-norways-visma-to-steal-client-secrets-investigators-idUSKCN1PV141,0
tx2022pysn,03-05-13 1:55,groucho-sydney,2098731797,UDP,10124.0,3544.0,125.24.27.21,TH,Thailand,Bangkok,13.754000000000001,100.5014,0,https://www.cyberscoop.com/north-korea-hackers-kimsuky-microsoft-word-prevailion/,0
pr71366178,03-05-13 1:55,groucho-singapore,2054505713,TCP,55247.0,23.0,122.117.68.241,TW,Taiwan,Taipei,25.0392,121.525,0,https://www.cyberscoop.com/apt33-microsoft-iran-ics/,0
nn00845087,03-05-13 2:02,groucho-tokyo,27543310,TCP,1176.0,445.0,1.164.71.14,TW,Taiwan,Taipei,25.0392,121.525,1,,1
ci40326096,03-05-13 2:03,groucho-tokyo,27543310,TCP,1176.0,445.0,1.164.71.14,TW,Taiwan,Taipei,25.0392,121.525,1,https://telecom.economictimes.indiatimes.com/news/china-hacked-indian-other-asian-telcos-to-spy-on-uighurs/71019842,1
ci40326104,03-05-13 2:04,groucho-oregon,1032051418,TCP,6000.0,1433.0,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,1,,1
ak022afstgvw,03-05-13 2:04,groucho-oregon,1017974346,TCP,6000.0,8080.0,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0,https://www.cyberscoop.com/russian-apt-iot-device-security/,0
ci40326088,03-05-13 2:05,groucho-us-east,1017974346,TCP,6000.0,8080.0,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0,,0
nn00845081,03-05-13 2:05,groucho-eu,1017974346,TCP,6000.0,8080.0,60.173.14.74,CN,China,Anhui Sheng,31.8639,117.2808,0,https://www.nytimes.com/2018/10/23/us/politics/russian-hacking-usa-cyber-command.html,0
av91068523,03-05-13 2:11,groucho-tokyo,3736051314,TCP,44652.0,445.0,222.175.158.114,CN,China,Shandong Sheng,36.6683,116.9972,0,,0
ak022afsebo7,03-05-13 2:11,groucho-tokyo,3736051314,TCP,44652.0,445.0,222.175.158.114,CN,China,Shandong Sheng,36.6683,116.9972,0,,0
ci40326072,03-05-13 2:14,groucho-tokyo,3536834542,TCP,1956.0,445.0,210.207.207.238,KR,South Korea,,37.57,126.98,1,https://unit42.paloaltonetworks.com/rancor-cyber-espionage-group-uses-new-custom-malware-to-attack-southeast-asia/,1
av91068528,03-05-13 2:14,groucho-tokyo,3536834542,TCP,1956.0,445.0,210.207.207.238,KR,South Korea,,37.57,126.98,1,,1
tx2022pyqh,03-05-13 2:17,groucho-sa,3420764683,UDP,5085.0,5060.0,203.228.186.11,KR,South Korea,,37.57,126.98,1,https://www.ft.com/content/965ceffc-b8ea-11e9-8a88-aa6628ac896c,1
us6000ib6c,03-05-13 2:17,groucho-sydney,3420764683,UDP,5086.0,5060.0,203.228.186.11,KR,South Korea,,37.57,126.98,0,,0
ak022afs5w8e,03-05-13 2:18,groucho-tokyo,1581902141,ICMP,,,94.73.233.61,RU,Russia,Krasnoyarskiy Kray,56.0184,92.8672,0,http://fortune.com/2019/03/05/chinese-hackers-targeted-27-universities-to-steal-maritime-research-report-finds/,0
ak022afs5osk,03-05-13 2:18,groucho-tokyo,1581902141,ICMP,,,94.73.233.61,RU,Russia,Krasnoyarskiy Kray,56.0184,92.8672,0,https://www.reuters.com/article/us-cyber-security-iran-trump-exclusive/exclusive-trump-campaign-targeted-by-iran-linked-hackers-sources-idUSKBN1WJ2B4,0
nn00845073,03-05-13 2:18,groucho-tokyo,1581902141,ICMP,,,94.73.233.61,RU,Russia,Krasnoyarskiy Kray,56.0184,92.8672,1,,1
ak022afrnz2a,03-05-13 2:18,groucho-tokyo,1581902141,ICMP,,,94.73.233.61,RU,Russia,Krasnoyarskiy Kray,56.0184,92.8672,1,,1
uu60030794,03-05-13 2:18,groucho-sydney,2945155243,TCP,54576.0,3389.0,175.139.128.171,MY,Malaysia,Kuala Lumpur,3.1667,101.7,1,,1
uu60509982,03-05-13 2:18,groucho-sydney,2945155243,TCP,54576.0,3389.0,175.139.128.171,MY,Malaysia,Kuala Lumpur,3.1667,101.7,1,https://www.forbes.com/sites/zakdoffman/2019/08/08/iranian-hackers-suspected-of-cyberattacks-on-bahrain-sending-message-beyond-the-gulf-report/#55cc36a8324b,1
uu60509972,03-05-13 2:19,groucho-sydney,2945155243,TCP,54576.0,3389.0,175.139.128.171,MY,Malaysia,Kuala Lumpur,3.1667,101.7,0,,0
pr71366153,03-05-13 2:27,groucho-tokyo,3328988088,TCP,1429.0,445.0,198.108.83.184,US,United States,Michigan,41.8934,-84.0659,0,https://www.symantec.com/blogs/threat-intelligence/whitefly-espionage-singapore,0
ak022afrju17,03-05-13 2:27,groucho-tokyo,3328988088,TCP,1429.0,445.0,198.108.83.184,US,United States,Michigan,41.8934,-84.0659,0,https://economictimes.indiatimes.com/tech/internet/isro-warned-of-a-possible-cyberattack-when-dtrack-came-calling/articleshow/71964232.cms,0
ci40326048,03-05-13 2:31,groucho-oregon,2759617346,TCP,6000.0,3306.0,164.124.107.66,KR,South Korea,,37.57,126.98,1,,1
ak022afrjf5g,03-05-13 2:33,groucho-oregon,1987773998,TCP,41154.0,5900.0,118.123.6.46,CN,China,Sichuan Sheng,30.6667,104.0667,1,,1
uw61863622,03-05-13 2:33,zeppo-norcal,1903942817,ICMP,,,113.123.220.161,CN,China,Shandong Sheng,36.6683,116.9972,0,https://www.nytimes.com/2019/06/13/world/asia/hong-kong-telegram-protests.html,0
ci40326032,03-05-13 2:33,zeppo-norcal,1903942817,TCP,4796.0,4899.0,113.123.220.161,CN,China,Shandong Sheng,36.6683,116.9972,1,https://threatpost.com/gamaredon-apt-toolset-ukraine/152568/,1
ak022afr7i4b,03-05-13 2:33,zeppo-norcal,1903942817,TCP,4796.0,4899.0,113.123.220.161,CN,China,Shandong Sheng,36.6683,116.9972,0,https://www.reuters.com/article/us-indonesia-election/indonesia-says-cyber-attacks-wont-disrupt-elections-idUSKBN1QU135,0
uu60509967,03-05-13 2:33,zeppo-norcal,1903942817,TCP,4796.0,4899.0,113.123.220.161,CN,China,Shandong Sheng,36.6683,116.9972,0,https://www.reuters.com/article/us-airbus-cyberattack-report/hackers-tried-to-steal-airbus-secrets-via-contractors-afp-idUSKBN1WB0U9,0
nn00845060,03-05-13 2:34,groucho-singapore,621360386,TCP,18874.0,5901.0,37.9.53.2,RU,Russia,St.-Petersburg,59.8944,30.2642,1,https://research.checkpoint.com/2019/the-eye-on-the-nile/,1
uu60509962,03-05-13 2:36,zeppo-norcal,3265958913,TCP,30817.0,445.0,194.170.148.1,AE,United Arab Emirates,,24.0,54.0,0,https://www.theguardian.com/australia-news/2019/feb/08/asio-australian-security-services-hack-data-breach-investigate-attempted-cyber-attack-parliament,0
us6000ib5p,03-05-13 2:39,groucho-us-east,3420764683,UDP,5085.0,5060.0,203.228.186.11,KR,South Korea,,37.57,126.98,1,,1
ak022afr22yq,03-05-13 2:44,groucho-norcal,1934552725,TCP,50657.0,139.0,115.78.238.149,VN,Vietnam,Tinh Thanh Hoa,19.8333,105.25,0,,0
uw61863602,03-05-13 2:44,zeppo-norcal,1934552725,TCP,50659.0,139.0,115.78.238.149,VN,Vietnam,Tinh Thanh Hoa,19.8333,105.25,1,https://www.volexity.com/blog/2019/09/02/digital-crackdown-large-scale-surveillance-and-exploitation-of-uyghurs/,1
ak022afqyoyz,03-05-13 2:45,groucho-oregon,3630406730,TCP,6000.0,1433.0,216.99.156.74,US,United States,California,34.0115,-117.8535,0,https://www.scmagazine.com/home/security-news/apts-cyberespionage/reputed-vietnamese-apt-group-hacks-bmw-hyundai-report/,0
ak022afqyh3z,03-05-13 2:44,groucho-norcal,1934552725,TCP,50657.0,139.0,115.78.238.149,VN,Vietnam,Tinh Thanh Hoa,19.8333,105.25,1,,1
ak022afqns17,03-05-13 2:45,zeppo-norcal,1934552725,TCP,50659.0,139.0,115.78.238.149,VN,Vietnam,Tinh Thanh Hoa,19.8333,105.25,0,https://www.csoonline.com/article/3445230/china-supported-c919-airliner-development-through-cyberespionage.html,0
nn00845128,03-05-13 2:44,groucho-norcal,1934552725,TCP,49847.0,445.0,115.78.238.149,VN,Vietnam,Tinh Thanh Hoa,19.8333,105.25,1,https://www.reuters.com/article/us-uzbekistan-cyber/uzbek-spies-attacked-dissidents-with-off-the-shelf-hacking-tools-idUSKBN1WI0YL,1
ak022afqk8t7,03-05-13 2:45,zeppo-norcal,1934552725,TCP,49849.0,445.0,115.78.238.149,VN,Vietnam,Tinh Thanh Hoa,19.8333,105.25,0,,0
nc73768510,03-05-13 2:44,groucho-norcal,1934552725,TCP,49847.0,445.0,115.78.238.149,VN,Vietnam,Tinh Thanh Hoa,19.8333,105.25,1,,1
nn00845051,03-05-13 2:45,zeppo-norcal,1934552725,TCP,49849.0,445.0,115.78.238.149,VN,Vietnam,Tinh Thanh Hoa,19.8333,105.25,0,,0
ci40326000,03-05-13 2:46,groucho-oregon,1965603898,TCP,45626.0,1433.0,117.40.188.58,CN,China,Jiangxi Sheng,28.55,115.9333,1,,1
ci40325992,03-05-13 2:47,groucho-us-east,181048468,UDP,67.0,68.0,10.202.148.148,,,,,,0,,0
nc73768505,03-05-13 2:49,groucho-tokyo,1728597579,TCP,2387.0,445.0,103.8.78.75,ID,Indonesia,,-6.1744,106.8294,1,,1
nc73768500,03-05-13 2:49,groucho-tokyo,1728597579,TCP,2387.0,445.0,103.8.78.75,ID,Indonesia,,-6.1744,106.8294,0,,0
ak022afqg1jm,03-05-13 2:51,groucho-tokyo,2972298995,TCP,3999.0,445.0,177.41.174.243,BR,Brazil,,-10.0,-55.0,1,,1
ak022afqfy5z,03-05-13 2:51,groucho-tokyo,2972298995,TCP,3999.0,445.0,177.41.174.243,BR,Brazil,,-10.0,-55.0,0,https://www.fireeye.com/blog/threat-research/2019/01/global-dns-hijacking-campaign-dns-record-manipulation-at-scale.html,0
ci40325976,03-05-13 2:51,groucho-singapore,3736989290,TCP,6000.0,3306.0,222.189.238.106,CN,China,Jiangsu Sheng,32.0617,118.7778,1,https://www.microsoft.com/security/blog/2019/12/12/gallium-targeting-global-telecom/,1
us6000ib52,03-05-13 2:51,groucho-tokyo,1965603898,TCP,64082.0,1433.0,117.40.188.58,CN,China,Jiangxi Sheng,28.55,115.9333,0,,0
nc73768490,03-05-13 2:52,groucho-eu,1427270909,TCP,12770.0,445.0,85.18.108.253,IT,Italy,Milan,45.5833,9.1167,1,https://www.welivesecurity.com/2019/09/24/no-summer-vacations-zebrocy/,1
av91662591,03-05-13 2:52,groucho-eu,1427270909,TCP,12770.0,445.0,85.18.108.253,IT,Italy,Milan,45.5833,9.1167,0,https://www.thedailybeast.com/the-dukes-russian-intels-cyber-unit-that-went-dark-after-dnc-hack-is-still-spying?ref=scroll,0
ci40325968,03-05-13 2:53,groucho-eu,3420764683,UDP,5063.0,5060.0,203.228.186.11,KR,South Korea,,37.57,126.98,1,https://www.bloomberg.com/news/articles/2018-11-29/germany-suspects-russia-linked-hackers-in-attacks-on-politicians,1
nn00845048,03-05-13 2:55,groucho-tokyo,782674389,TCP,3167.0,3128.0,46.166.169.213,LT,Lithuania,,56.0,24.0,0,,0
ci40325952,03-05-13 2:55,groucho-tokyo,782674389,TCP,3167.0,3128.0,46.166.169.213,LT,Lithuania,,56.0,24.0,1,https://www.washingtonpost.com/news/worldviews/wp/2018/01/26/dutch-media-reveal-country-to-be-secret-u-s-ally-in-war-against-russian-hackers/?utm_term=.e3b1bd96c5a3,1
ak022afq119f,03-05-13 2:55,groucho-tokyo,782674389,TCP,3167.0,3128.0,46.166.169.213,LT,Lithuania,,56.0,24.0,0,,0
ak022afpzjvg,03-05-13 2:56,groucho-us-east,3566993443,ICMP,,,212.156.0.35,TR,Turkey,Ankara,39.9117,32.8403,0,,0
ak022afpzi6i,03-05-13 2:56,groucho-us-east,3566993443,ICMP,,,212.156.0.35,TR,Turkey,Ankara,39.9117,32.8403,0,,0
ak022afpxau1,03-05-13 2:59,groucho-oregon,710974445,TCP,6000.0,1433.0,42.96.155.237,CN,China,Beijing Shi,39.9289,116.3883,0,,0
pr71366138,03-05-13 3:00,groucho-oregon,1031947814,TCP,6000.0,1433.0,61.130.70.38,CN,China,,35.0,105.0,1,https://info.lookout.com/rs/051-ESQ-475/images/lookout-stealth-mango-srr-us.pdf,1
nc73768475,03-05-13 3:00,groucho-sa,3511773250,TCP,50174.0,80.0,209.81.104.66,US,United States,Minnesota,46.8172,-95.8453,0,https://www.mccaskill.senate.gov/media-center/news-releases/mccaskill-statement-on-report-of-attempted-russian-hacking,0
ci40325928,03-05-13 3:01,groucho-oregon,2382398543,TCP,6000.0,1433.0,142.0.132.79,US,United States,California,37.3495,-122.1163,0,https://www.wsj.com/articles/marriott-says-hackers-swiped-millions-of-passport-numbers-11546605000,0
ci40325920,03-05-13 3:01,groucho-oregon,1032051418,TCP,6000.0,1433.0,61.131.218.218,CN,China,Jiangxi Sheng,28.55,115.9333,0,https://www.washingtonpost.com/world/national-security/russian-spies-hacked-the-olympics-and-tried-to-make-it-look-like-north-korea-did-it-us-officials-say/2018/02/24/44b5468e-18f2-11e8-92c9-376b4fe57ff7_story.html,0
uu60030789,03-05-13 3:02,groucho-singapore,1885002499,TCP,6000.0,1433.0,112.90.219.3,CN,China,Guangdong,23.1167,113.25,0,https://www.reuters.com/article/us-china-usa-cyber/china-based-campaign-breached-satellite-defense-companies-symantec-idUSKBN1JF2X0,0
uu60509947,03-05-13 3:03,groucho-sa,1705388339,UDP,32109.0,42776.0,101.166.41.51,AU,Australia,South Australia,-34.9287,138.5986,1,,1
ak022afpray9,03-05-13 3:03,groucho-sa,1705388339,UDP,32109.0,42776.0,101.166.41.51,AU,Australia,South Australia,-34.9287,138.5986,1,https://www.bbc.com/news/technology-43738953,1
ak022afpqzam,03-05-13 3:03,groucho-sa,1705388339,UDP,32109.0,42776.0,101.166.41.51,AU,Australia,South Australia,-34.9287,138.5986,0,,0
nc73768465,03-05-13 3:03,groucho-oregon,1987776285,TCP,6000.0,1433.0,118.123.15.29,CN,China,Sichuan Sheng,30.6667,104.0667,0,https://www.cyberscoop.com/new-hacking-campaign-targets-north-korean-defectors-in-south-korea/,0
